date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:40:54	1001/1001	U-----	200	untouched ('OK')	text/html	etag:%22a057a-3e9-4321971a%22	www-camil.music.uiuc.edu:16080/classes/404B/fomus/fomus.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/fomus/fomus.html	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:54	3699/3699	U-----	200	untouched ('OK')	text/plain	etag:%22a307d-e73-4325a3df%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/dk1.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/dk1.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:54	7221/7221	U-----	200	untouched ('OK')	text/plain	etag:%22a420c-1c35-4329d868%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/dk1-answers.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/dk1-answers.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:54	1837/1837	U-----	200	untouched ('OK')	text/plain	etag:%22a7efa-72d-432b0933%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/recording.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/recording.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:54	4342/4342	U-----	200	untouched ('OK')	text/plain	etag:%22aaa68-10f6-432ee023%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/cache.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/cache.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:55	13037/13037	U-----	200	untouched ('OK')	text/plain	etag:%22ab0ca-32ed-432f5afc%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/boxes.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/boxes.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:55	2103/2103	U-----	200	untouched ('OK')	text/plain	etag:%22b2ab7-837-43381b9a%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/harms.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/harms.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:55	1002/1002	U-----	200	untouched ('OK')	text/plain	etag:%22b4044-3ea-433989b4%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/class-harms.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/class-harms.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:55	4155/4155	U-----	200	untouched ('OK')	text/plain	etag:%22df1be-103b-4346c2dd%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/spectral-class.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/spectral-class.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:55	7489/7489	U-----	200	untouched ('OK')	text/plain	etag:%22e2344-1d41-434a90e3%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/gui.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/gui.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:55	18893/18893	U-----	200	untouched ('OK')	text/html	etag:%22ff7ff-49cd-4353c95b%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/simp.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/simp.html	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:56	4380/4380	U-----	200	untouched ('OK')	text/plain	etag:%22ff786-111c-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/clm-3/fullmix.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/clm-3/fullmix.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:56	9356/9356	U-----	200	untouched ('OK')	text/plain	etag:%22113383-248c-435cf4b5%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/expandn.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/expandn.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:56	16014/16014	U-----	200	untouched ('OK')	text/plain	etag:%22113381-3e8e-435cf4ae%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/vkey.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/vkey.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:56	3041/3041	U-----	200	untouched ('OK')	text/plain	etag:%221138f0-be1-435d16e0%22	www-camil.music.uiuc.edu:16080/classes/404B/lisp/vkey-examples.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/lisp/vkey-examples.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:57	1720/1720	U-----	200	untouched ('OK')	text/plain	etag:%22131b7a-6b8-436fa265%22	www-camil.music.uiuc.edu:16080/classes/404B/sfp/fullmix/fullmix-examples.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/sfp/fullmix/fullmix-examples.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:57	14993/14993	U-----	200	untouched ('OK')	text/html	etag:%22131a67-3a91-40758bfa%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/grani.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/grani/grani.html	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:57	27267/27267	U-----	200	untouched ('OK')	text/html	etag:%22166568-6a83-4390841b%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/filtering.html	(from www-camil.music.uiuc.edu:16080/classes/404B/)
17:40:57	1443/1443	U-----	200	untouched ('OK')	text/html	etag:%22a058b-5a3-432198a2%22	www-camil.music.uiuc.edu:16080/classes/404B/fomus/getfomus.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/fomus/getfomus.html	(from www-camil.music.uiuc.edu:16080/classes/404B/fomus/fomus.html)
17:40:57	2666/2666	U-----	200	untouched ('OK')	text/html	etag:%2296f63-a6a-4315f329%22	www-camil.music.uiuc.edu:16080/classes/404B/fomus/primes.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/fomus/primes.html	(from www-camil.music.uiuc.edu:16080/classes/404B/fomus/fomus.html)
17:40:57	12471/12471	U-----	200	untouched ('OK')	text/plain	etag:%229a38f-30b7-4318eb7a%22	www-camil.music.uiuc.edu:16080/classes/404B/fomus/examples.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/fomus/examples.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/fomus/fomus.html)
17:40:58	5750/5750	U-----	200	untouched ('OK')	text/plain	etag:%22a055e-1676-432193fa%22	www-camil.music.uiuc.edu:16080/classes/404B/fomus/loops.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/fomus/loops.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/fomus/fomus.html)
17:40:58	264117/264117	U-----	200	untouched ('OK')	text/html	etag:%22ff751-407b5-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/clm.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/simp.html)
17:40:58	8720/8720	U-----	200	untouched ('OK')	text/plain	etag:%22ff78f-2210-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/ins.txt	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/simp.html)
17:40:58	744/744	U-----	200	untouched ('OK')	text/plain	etag:%22ff7f1-2e8-4353bd78%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/simp.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/simp.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/simp.html)
17:40:58	305/305	---MC-	403	error ('Forbidden')	text/html	date:Thu,%2026%20Jan%202006%2016:34:16%20GMT	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/index.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/simp.html)
17:40:59	21712/21712	U-----	200	untouched ('OK')	image/gif	etag:%22131a6e-54d0-33d40cee%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/timegrains.gif	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/grani/timegrains.gif	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/grani.html)
17:40:59	426/426	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jan%202006%2016:34:17%20GMT	www-camil.music.uiuc.edu:16080/classes/404B/CLM/vkey/expandn.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/vkey/expandn.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/grani.html)
17:40:59	425/425	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jan%202006%2016:34:17%20GMT	www-camil.music.uiuc.edu:16080/classes/404B/src/clm-2/grani.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/src/clm-2/grani.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/grani.html)
17:41:36	169470/169470	-R-M--	200	added ('Partial%20Content')	audio/basic	etag:%22131a6a-295fe-2b414221%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/sounds/cencerros-1.snd	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/grani/sounds/cencerros-1.snd	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/grani.html)
17:42:14	14120/14120	---M--	200	added ('OK')	image/jpeg	etag:%2213ef95-3728-3c823204%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filt1.jpg	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/filt1.jpg	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:42:26	331758/331758	-R-M--	200	added ('Partial%20Content')	audio/basic	etag:%22131a6d-50fee-2b1b1a64%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/sounds/turkish-cymbal-1.snd	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/grani/sounds/turkish-cymbal-1.snd	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/grani.html)
17:42:56	427/427	---M--	200	added ('OK')	text/plain	etag:%2213ef93-1ab-4378b3f5%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filt.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/filt.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:01	462292/462292	-R-M--	200	added ('Partial%20Content')	audio/basic	etag:%22131a6b-70dd4-2b1c5797%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/sounds/small-gong.snd	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/grani/sounds/small-gong.snd	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/grani.html)
17:43:01	425/425	---M--	200	added ('OK')	text/plain	etag:%2213ef97-1a9-4378b9a1%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtenv.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/filtenv.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:01	1018/1018	---M--	200	added ('OK')	text/plain	etag:%2213ef9c-3fa-437758e6%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/fltnoi.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/fltnoi.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:03	4967/4967	---M--	200	added ('OK')	text/plain	etag:%2213ef83-1367-437758e6%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/addflt.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/addflt.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:03	1243/1243	---M--	200	added ('OK')	text/plain	etag:%2213ef9d-4db-437758e6%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/fltsnd.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/fltsnd.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:06	5400/5400	---M--	200	added ('OK')	text/plain	etag:%2213ef90-1518-408115e9%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/delaysnd.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/delaysnd.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:07	11898/11898	---M--	200	added ('OK')	image/jpeg	etag:%2213ef8e-2e7a-3c8a5dff%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/delay.jpg	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/delay.jpg	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:08	2507/2507	---M--	200	added ('OK')	image/gif	etag:%2213ef9b-9cb-3522c28b%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/flanger-f2.gif	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/flanger-f2.gif	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:09	1149/1149	---M--	200	added ('OK')	image/gif	etag:%2213ef9f-47d-407eb3e2%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/impulseResponse.gif	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/impulseResponse.gif	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:11	2520/2520	---M--	200	added ('OK')	text/plain	etag:%2216658c-9d8-439083d6%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/cnv.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/cnv.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:14	792/792	---M--	200	added ('OK')	audio/midi	etag:%2296ea8-318-4315d0d1%22	www-camil.music.uiuc.edu:16080/classes/404B/fomus/primes.mid	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/fomus/primes.mid	(from www-camil.music.uiuc.edu:16080/classes/404B/fomus/primes.html)
17:43:18	424/424	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jan%202006%2016:36:35%20GMT	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/snd.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/snd.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:22	79475/79475	---M--	200	added ('OK')	application/pdf	etag:%2296d7d-13673-4315d059%22	www-camil.music.uiuc.edu:16080/classes/404B/fomus/primes.pdf	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/fomus/primes.pdf	(from www-camil.music.uiuc.edu:16080/classes/404B/fomus/primes.html)
17:43:24	427/427	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jan%202006%2016:36:41%20GMT	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/extsnd.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/extsnd.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:30	427/427	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jan%202006%2016:36:45%20GMT	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/grfsnd.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/grfsnd.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:39	269014/269014	---M--	200	added ('OK')	text/html	etag:%2213ef84-41ad6-437758e6%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/clm.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/Filtering/clm.html	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/Filtering/filtering.html)
17:43:43	427/427	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jan%202006%2016:36:59%20GMT	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/sndscm.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/sndscm.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:45	41048/41048	---M--	200	added ('OK')	text/html	etag:%22ff780-a058-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/fm.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/fm.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:47	426/426	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jan%202006%2016:37:04%20GMT	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/libxm.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/libxm.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:48	426/426	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jan%202006%2016:37:05%20GMT	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/index.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/index-2.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:53	61267/61267	---M--	200	added ('OK')	text/html	etag:%22ff7cc-ef53-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/sndlib.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/sndlib.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:53	6878/6878	---M--	200	added ('OK')	text/plain	etag:%22ff7e5-1ade-42c926c6%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/v.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/v.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:55	5721/5721	---M--	200	added ('OK')	text/plain	etag:%22ff74f-1659-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm-example.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/clm-example.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:43:57	1921/1921	---M--	200	added ('OK')	text/plain	etag:%22ff7ad-781-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/pqw.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/pqw.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:03	2944/2944	---M--	200	added ('OK')	text/plain	etag:%22ff789-b80-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/green.cl	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/green.cl	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:07	48027/48027	---M--	200	added ('OK')	text/plain	etag:%22ff744-bb9b-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/bird.clm	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/bird.clm	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:09	2615/2615	---M--	200	added ('OK')	text/html	etag:%22ff741-a37-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/balance.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/balance.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
